age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,Private,101859,HS or Less,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,149217,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,97208
ALL,Private,58426,HS or Less,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,177896,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,190968,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-inc,80986,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,235775,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Cuba,<=50K,97208
ALL,Private,129102,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,157614,HS or Less,9,Divorced,Sales,Own-child,White,Male,0,0,38,United-States,<=50K,97208
ALL,Self-emp-not-inc,190333,HS or Less,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,25,United-States,<=50K,97208
ALL,Private,169549,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,165532,HS or Less,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,97208
ALL,Private,248653,HS or Less,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,37,Mexico,<=50K,97208
ALL,Private,107793,HS or Less,9,Divorced,Other-service,Own-child,White,Male,2174,0,40,United-States,<=50K,97208
ALL,Private,193116,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Self-emp-not-inc,265097,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,97208
ALL,Private,188108,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,4101,0,40,United-States,<=50K,97208
ALL,Private,283896,HS or Less,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,219591,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-inc,125846,HS or Less,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,?,<=50K,97208
ALL,Self-emp-inc,325171,HS or Less,6,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K,97208
ALL,Self-emp-not-inc,111939,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K,97208
ALL,Private,50397,HS or Less,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K,97208
ALL,Private,262024,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,274451,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K,97208
ALL,Private,380922,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,97208
ALL,Private,117509,HS or Less,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,187352,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,204682,HS or Less,9,Divorced,Craft-repair,Unmarried,White,Male,2174,0,40,Japan,<=50K,97208
ALL,Local-gov,218184,HS or Less,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Local-gov,144778,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,?,<=50K,97208
ALL,Private,228873,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,187415,HS or Less,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,?,<=50K,97208
ALL,Private,174201,HS or Less,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,186434,HS or Less,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,>50K,97208
ALL,Self-emp-not-inc,200681,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K,97208
ALL,Private,96099,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Local-gov,26832,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,358631,HS or Less,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,97208
ALL,Private,72887,HS or Less,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,3411,0,40,United-States,<=50K,97208
ALL,Private,188377,HS or Less,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,340787,HS or Less,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,191069,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,654141,HS or Less,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K,97208
ALL,Self-emp-not-inc,278632,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,250170,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K,97208
ALL,Private,164748,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,210438,HS or Less,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,248754,HS or Less,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,243368,HS or Less,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K,97208
ALL,Private,99307,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,45,United-States,<=50K,97208
ALL,Private,107123,HS or Less,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,101656,HS or Less,6,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K,97208
ALL,Private,241935,HS or Less,7,Married-civ-spouse,Other-service,Husband,Black,Male,7688,0,40,United-States,>50K,97208
ALL,Private,34019,HS or Less,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,222442,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,Cuba,<=50K,97208
ALL,Private,175942,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K,97208
ALL,Private,104164,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,220563,HS or Less,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,209906,HS or Less,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,Puerto-Rico,<=50K,97208
ALL,Private,39986,HS or Less,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,174308,HS or Less,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,173005,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,237943,HS or Less,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,1726,40,United-States,<=50K,97208
ALL,Private,221166,HS or Less,5,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,299291,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,377850,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K,97208
ALL,Private,147548,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,420749,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Germany,<=50K,97208
ALL,Private,451996,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,113364,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,105598,HS or Less,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,450246,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,410114,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,115488,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,271579,HS or Less,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,196675,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,70,United-States,<=50K,97208
ALL,Private,342709,HS or Less,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,157974,HS or Less,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,48,United-States,<=50K,97208
ALL,Private,698363,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,248619,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,51985,HS or Less,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,<=50K,97208
ALL,Private,103323,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,414812,HS or Less,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,353696,HS or Less,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,110931,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,290688,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K,97208
ALL,Self-emp-not-inc,223131,HS or Less,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,72896,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,110920,HS or Less,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,22201,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K,97208
ALL,Private,117595,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K,97208
ALL,Private,232945,HS or Less,9,Separated,Handlers-cleaners,Not-in-family,Other,Male,0,0,30,United-States,<=50K,97208
ALL,Private,164507,HS or Less,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Columbia,<=50K,97208
ALL,Self-emp-not-inc,250182,HS or Less,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,419554,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,<=50K,97208
ALL,Private,145574,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,275446,HS or Less,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,243842,HS or Less,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,205256,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,2885,0,80,United-States,<=50K,97208
ALL,Private,153976,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,156550,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,263670,HS or Less,9,Never-married,Other-service,Own-child,Black,Male,0,0,80,United-States,<=50K,97208
ALL,Private,124963,HS or Less,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,50053,HS or Less,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,Japan,<=50K,97208
ALL,Private,305781,HS or Less,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,376072,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,97208
ALL,Private,153489,HS or Less,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K,97208
ALL,Local-gov,183009,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K,97208
ALL,Private,152156,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Self-emp-not-inc,357612,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,82777,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K,97208
ALL,Private,198069,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K,97208
ALL,Private,236586,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,236396,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K,97208
ALL,Private,408717,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Self-emp-not-inc,96459,HS or Less,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,102510,HS or Less,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418,0,99,United-States,>50K,97208
ALL,Private,251421,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,118001,HS or Less,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,276221,HS or Less,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,238311,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,36,United-States,>50K,97208
ALL,Private,105138,HS or Less,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,?,181705,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,<=50K,97208
ALL,Private,383239,HS or Less,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K,97208
ALL,Private,106740,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,266529,HS or Less,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,192381,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,193380,HS or Less,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,196610,HS or Less,4,Widowed,Exec-managerial,Not-in-family,White,Male,6097,0,40,United-States,>50K,97208
ALL,Private,330715,HS or Less,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,36228,HS or Less,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,137428,HS or Less,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,182074,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,160703,HS or Less,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,120914,HS or Less,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,179594,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K,97208
ALL,Private,94413,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,192664,HS or Less,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,308205,HS or Less,3,Never-married,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,133584,HS or Less,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,175515,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,372692,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,30759,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,97208
ALL,Private,29431,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,181659,HS or Less,7,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,82622,HS or Less,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,Self-emp-not-inc,122493,HS or Less,6,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K,97208
ALL,Private,22422,HS or Less,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,55,United-States,<=50K,97208
ALL,Local-gov,223267,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,183801,HS or Less,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,427744,HS or Less,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,122116,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,?,331527,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,0,0,14,United-States,<=50K,97208
ALL,Self-emp-inc,188260,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K,97208
ALL,Private,186696,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,124930,HS or Less,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<=50K,97208
ALL,Private,114459,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,128272,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,<=50K,97208
ALL,Private,33155,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,329059,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy,>50K,97208
ALL,Self-emp-inc,97082,HS or Less,8,Widowed,Sales,Not-in-family,White,Male,18481,0,45,United-States,>50K,97208
ALL,Private,133164,HS or Less,4,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K,97208
ALL,Local-gov,206125,HS or Less,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,97208
